_Y3_1,_Y3_2,_Y3_3,_Y3_4,_Y3_5,_age5grp,_male,_U3UK,_EUUKcopula
3,3,2,3,1,18-34,0,-.3,.1143072393875812
3,3,2,3,2,18-34,0,-.371,.0279065273710385
3,3,2,3,3,18-34,0,-.536,-.1170681081098816
3,3,3,1,1,18-34,0,.028,.1898355000250605
3,3,3,1,2,18-34,0,-.043,.111150369404431
3,3,3,1,3,18-34,0,-.208,-.0317598969336166
3,3,3,2,1,18-34,0,-.095,.1958715937364353
3,3,3,2,2,18-34,0,-.166,.1137392965476349
3,3,3,2,3,18-34,0,-.331,-.0369648599843365
3,3,3,3,1,18-34,0,-.358,.0009548455656646
3,3,3,3,2,18-34,0,-.429,-.088757844685345
3,3,3,3,3,18-34,0,-.594,-.2119122011257643
1,1,1,1,1,35-44,1,1,.9821858359150552
1,1,1,1,2,35-44,1,.8480000000000001,.9010156268038384
1,1,1,1,3,35-44,1,.414,.722541728302035
1,1,1,2,1,35-44,1,.796,.9067155715657073
1,1,1,2,2,35-44,1,.7250000000000001,.8277065491378143
1,1,1,2,3,35-44,1,.291,.6450979149772315
1,1,1,3,1,35-44,1,.264,.9168438426135143
1,1,1,3,2,35-44,1,.193,.8089582962624303
1,1,1,3,3,35-44,1,.028,.579878171200039
1,1,2,1,1,35-44,1,.883,.9158854094993555
1,1,2,1,2,35-44,1,.8120000000000001,.8281001695970018
1,1,2,1,3,35-44,1,.378,.6412154709339462
1,1,2,2,1,35-44,1,.76,.8304320748027674
1,1,2,2,2,35-44,1,.6890000000000001,.7496797983730591
1,1,2,2,3,35-44,1,.255,.572433119233276
1,1,2,3,1,35-44,1,.228,.7395479534636085
1,1,2,3,2,35-44,1,.157,.6300772472473921
1,1,2,3,3,35-44,1,-.008,.4024533981534453
1,1,3,1,1,35-44,1,.5560000000000001,.9531596714669005
1,1,3,1,2,35-44,1,.485,.8540989438243417
1,1,3,1,3,35-44,1,.3200000000000001,.588291742271598
1,1,3,2,1,35-44,1,.4330000000000001,.8421601534679771
1,1,3,2,2,35-44,1,.362,.7281756548069098
1,1,3,2,3,35-44,1,.1970000000000001,.4716526880876473
1,1,3,3,1,35-44,1,.17,.4782943331504758
1,1,3,3,2,35-44,1,.099,.3591348852570578
1,1,3,3,3,35-44,1,-.0659999999999999,.1802593050036846
1,2,1,1,1,35-44,1,.8150000000000001,.928313462616819
1,2,1,1,2,35-44,1,.7440000000000001,.8370324538701421
1,2,1,1,3,35-44,1,.3100000000000001,.644330809189964
1,2,1,2,1,35-44,1,.6920000000000001,.8328497876708265
1,2,1,2,2,35-44,1,.6210000000000001,.7473779897469763
1,2,1,2,3,35-44,1,.1870000000000001,.5635204440585758
1,2,1,3,1,35-44,1,.16,.7139988989252083
1,2,1,3,2,35-44,1,.089,.5872582215494935
1,2,1,3,3,35-44,1,-.076,.343920696283252
1,2,2,1,1,35-44,1,.779,.8236013025203575
1,2,2,1,2,35-44,1,.7080000000000001,.7410431835301121
1,2,2,1,3,35-44,1,.274,.5576673450377995
1,2,2,2,1,35-44,1,.656,.761219470358643
1,2,2,2,2,35-44,1,.5850000000000001,.6787370973069653
1,2,2,2,3,35-44,1,.151,.4946714720308744
1,2,2,3,1,35-44,1,.124,.5754353627202244
1,2,2,3,2,35-44,1,.053,.4711306419502412
1,2,2,3,3,35-44,1,-.112,.2629479439466876
1,2,3,1,1,35-44,1,.4520000000000001,.7292293648800212
1,2,3,1,2,35-44,1,.3810000000000001,.5894010393518294
1,2,3,1,3,35-44,1,.2160000000000001,.3654832264980326
1,2,3,2,1,35-44,1,.3290000000000001,.6355391261812541
1,2,3,2,2,35-44,1,.2580000000000001,.5172550226641698
1,2,3,2,3,35-44,1,.0930000000000001,.3043339594545811
1,2,3,3,1,35-44,1,.0660000000000001,.3528594812697464
1,2,3,3,2,35-44,1,-.0049999999999999,.2569654636488007
1,2,3,3,3,35-44,1,-.1699999999999999,.1030279002493695
1,3,1,1,1,35-44,1,.4360000000000001,.9636482619823108
1,3,1,1,2,35-44,1,.3650000000000001,.8723567475308072
1,3,1,1,3,35-44,1,.2000000000000001,.6275478481543263
1,3,1,2,1,35-44,1,.3130000000000001,.8621819952242944
1,3,1,2,2,35-44,1,.2420000000000001,.7514614231729585
1,3,1,2,3,35-44,1,.0770000000000001,.4845380858883535
1,3,1,3,1,35-44,1,.05,.4874000923391901
1,3,1,3,2,35-44,1,-.0209999999999999,.3411600277729117
1,3,1,3,3,35-44,1,-.1859999999999999,.1463307106153041
1,3,2,1,1,35-44,1,.4000000000000001,.79747451213084
1,3,2,1,2,35-44,1,.3290000000000001,.6631283773492565
1,3,2,1,3,35-44,1,.1640000000000001,.4082320416937731
1,3,2,2,1,35-44,1,.2770000000000001,.6932066953055259
1,3,2,2,2,35-44,1,.2060000000000001,.5783041342393226
1,3,2,2,3,35-44,1,.0410000000000001,.3476780413849613
1,3,2,3,1,35-44,1,.0140000000000001,.3695061614182585
1,3,2,3,2,35-44,1,-.0569999999999999,.2689926678584625
1,3,2,3,3,35-44,1,-.2219999999999999,.1035009654991288
1,3,3,1,1,35-44,1,.3420000000000001,.4915636735193343
1,3,3,1,2,35-44,1,.2710000000000001,.3867752084419909
1,3,3,1,3,35-44,1,.1060000000000001,.2084137180254168
1,3,3,2,1,35-44,1,.2190000000000001,.4410048718231513
1,3,3,2,2,35-44,1,.1480000000000001,.343470352338139
1,3,3,2,3,35-44,1,-.0169999999999999,.1868163419809003
1,3,3,3,1,35-44,1,-.0439999999999999,.2421235160417537
1,3,3,3,2,35-44,1,-.1149999999999999,.1513391708487738
1,3,3,3,3,35-44,1,-.2799999999999999,-.0024909713361093
2,1,1,1,1,35-44,1,.8500000000000001,.9182791472901257
2,1,1,1,2,35-44,1,.7790000000000001,.8296397701677574
2,1,1,1,3,35-44,1,.345,.6397902092664995
2,1,1,2,1,35-44,1,.7270000000000001,.8292806123577367
2,1,1,2,2,35-44,1,.6560000000000001,.7462338892578445
2,1,1,2,3,35-44,1,.222,.5651199598904693
2,1,1,3,1,35-44,1,.195,.7207868577940303
2,1,1,3,2,35-44,1,.124,.5991270623694365
2,1,1,3,3,35-44,1,-.041,.3489359340424931
2,1,2,1,1,35-44,1,.8140000000000001,.8242478384941211
2,1,2,1,2,35-44,1,.7430000000000001,.7437154251862185
2,1,2,1,3,35-44,1,.3089999999999999,.5620280151120526
2,1,2,2,1,35-44,1,.6910000000000001,.7651156162007571
2,1,2,2,2,35-44,1,.6200000000000001,.68394997974174
2,1,2,2,3,35-44,1,.1859999999999999,.5001403378604454
2,1,2,3,1,35-44,1,.1589999999999999,.5846059594448829
2,1,2,3,2,35-44,1,.0879999999999999,.4783588170469365
2,1,2,3,3,35-44,1,-.0770000000000001,.2632133782485129
2,1,3,1,1,35-44,1,.487,.7359623023491854
2,1,3,1,2,35-44,1,.416,.595084381695843
2,1,3,1,3,35-44,1,.251,.3503091925390418
2,1,3,2,1,35-44,1,.364,.6459646622305457
2,1,3,2,2,35-44,1,.293,.5246910477714306
2,1,3,2,3,35-44,1,.128,.2960544494381378
2,1,3,3,1,35-44,1,.101,.3286834749047152
2,1,3,3,2,35-44,1,.03,.2316368923732039
2,1,3,3,3,35-44,1,-.135,.0722051994960125
2,2,1,1,1,35-44,1,.7460000000000001,.8177314250293695
2,2,1,1,2,35-44,1,.6750000000000002,.7310672445345789
2,2,1,1,3,35-44,1,.241,.5380637095848976
2,2,1,2,1,35-44,1,.6230000000000001,.7506109205284901
2,2,1,2,2,35-44,1,.5520000000000002,.6649636948595303
2,2,1,2,3,35-44,1,.118,.4734510749650733
2,2,1,3,1,35-44,1,.091,.5295852259938326
2,2,1,3,2,35-44,1,.02,.4197533937352219
2,2,1,3,3,35-44,1,-.145,.2028356972629349
2,2,2,1,1,35-44,1,.7100000000000001,.7439219586061432
2,2,2,1,2,35-44,1,.6390000000000001,.6537801887929561
2,2,2,1,3,35-44,1,.205,.4608641958800888
2,2,2,2,1,35-44,1,.5870000000000001,.6754710885362508
2,2,2,2,2,35-44,1,.5160000000000001,.5844568865562135
2,2,2,2,3,35-44,1,.082,.3996213384939895
2,2,2,3,1,35-44,1,.055,.458068494909635
2,2,2,3,2,35-44,1,-.016,.3598091162508167
2,2,2,3,3,35-44,1,-.181,.1512605367505349
2,2,3,1,1,35-44,1,.383,.5284491926594848
2,2,3,1,2,35-44,1,.312,.4189933928487288
2,2,3,1,3,35-44,1,.147,.231310168594479
2,2,3,2,1,35-44,1,.26,.4808829134078513
2,2,3,2,2,35-44,1,.189,.3728949649854031
2,2,3,2,3,35-44,1,.024,.1723347250000895
2,2,3,3,1,35-44,1,-.003,.2247032857283463
2,2,3,3,2,35-44,1,-.074,.1286197542486132
2,2,3,3,3,35-44,1,-.239,-.022387347631731
2,3,1,1,1,35-44,1,.367,.762659072292493
2,3,1,1,2,35-44,1,.296,.6073423398625091
2,3,1,1,3,35-44,1,.131,.3359457602078562
2,3,1,2,1,35-44,1,.244,.6487666528934241
2,3,1,2,2,35-44,1,.173,.5220050535727679
2,3,1,2,3,35-44,1,.008,.2822364401695013
2,3,1,3,1,35-44,1,-.019,.3041427293974585
2,3,1,3,2,35-44,1,-.09,.2062111748520274
2,3,1,3,3,35-44,1,-.255,.0423169241651363
2,3,2,1,1,35-44,1,.331,.5907000760007086
2,3,2,1,2,35-44,1,.26,.4749486947670851
2,3,2,1,3,35-44,1,.095,.2596350272045001
2,3,2,2,1,35-44,1,.208,.5407663006929416
2,3,2,2,2,35-44,1,.137,.4321453353022841
2,3,2,2,3,35-44,1,-.028,.2134023563214992
2,3,2,3,1,35-44,1,-.055,.2395894884741401
2,3,2,3,2,35-44,1,-.126,.1403703312406051
2,3,2,3,3,35-44,1,-.291,-.0222540945506668
2,3,3,1,1,35-44,1,.273,.3738067573802006
2,3,3,1,2,35-44,1,.202,.282091547243545
2,3,3,1,3,35-44,1,.037,.1231399813218577
2,3,3,2,1,35-44,1,.15,.3102512554696898
2,3,3,2,2,35-44,1,.079,.2153302529650515
2,3,3,2,3,35-44,1,-.086,.0672343978991156
2,3,3,3,1,35-44,1,-.113,.1422088047101832
2,3,3,3,2,35-44,1,-.184,.0509515364897879
2,3,3,3,3,35-44,1,-.349,-.1012005412460377
3,1,1,1,1,35-44,1,.336,.9555157958154408
3,1,1,1,2,35-44,1,.265,.861604790126851
3,1,1,1,3,35-44,1,.1,.6011715968867123
3,1,1,2,1,35-44,1,.213,.8527782267277519
3,1,1,2,2,35-44,1,.142,.7486197874319083
3,1,1,2,3,35-44,1,-.023,.4882390673954095
3,1,1,3,1,35-44,1,-.05,.4395898869122654
3,1,1,3,2,35-44,1,-.121,.2955203906475532
3,1,1,3,3,35-44,1,-.286,.0923337427886895
3,1,2,1,1,35-44,1,.3,.8021932749708972
3,1,2,1,2,35-44,1,.229,.6773699639215813
3,1,2,1,3,35-44,1,.0640000000000001,.403533176996813
3,1,2,2,1,35-44,1,.1770000000000001,.7131452810715382
3,1,2,2,2,35-44,1,.1060000000000001,.5988883329625296
3,1,2,2,3,35-44,1,-.0589999999999999,.3476775059687477
3,1,2,3,1,35-44,1,-.086,.3432070965017338
3,1,2,3,2,35-44,1,-.157,.2403788931506141
3,1,2,3,3,35-44,1,-.322,.0680828604343581
3,1,3,1,1,35-44,1,.242,.4269169467230399
3,1,3,1,2,35-44,1,.171,.32425176039539
3,1,3,1,3,35-44,1,.006,.1462763705613043
3,1,3,2,1,35-44,1,.119,.406247742396614
3,1,3,2,2,35-44,1,.048,.3083304883878039
3,1,3,2,3,35-44,1,-.117,.142240289604937
3,1,3,3,1,35-44,1,-.144,.1887227726423865
3,1,3,3,2,35-44,1,-.215,.0959722908849735
3,1,3,3,3,35-44,1,-.38,-.0511385267627504
3,2,1,1,1,35-44,1,.232,.7614239583168651
3,2,1,1,2,35-44,1,.161,.6071783317457333
3,2,1,1,3,35-44,1,-.0039999999999999,.3262045594882803
3,2,1,2,1,35-44,1,.109,.6551777431783589
3,2,1,2,2,35-44,1,.038,.5244189864036507
3,2,1,2,3,35-44,1,-.127,.2751625490161634
3,2,1,3,1,35-44,1,-.154,.294703985949785
3,2,1,3,2,35-44,1,-.225,.1979534659779398
3,2,1,3,3,35-44,1,-.39,.0339809149622662
3,2,2,1,1,35-44,1,.196,.5871600829024406
3,2,2,1,2,35-44,1,.1250000000000001,.4654911409913904
3,2,2,1,3,35-44,1,-.04,.2484697845238023
3,2,2,2,1,35-44,1,.073,.5329842472926484
3,2,2,2,2,35-44,1,.002,.4175051443653303
3,2,2,2,3,35-44,1,-.163,.1959094505204014
3,2,2,3,1,35-44,1,-.19,.2301804749827357
3,2,2,3,2,35-44,1,-.261,.1322511715719843
3,2,2,3,3,35-44,1,-.4259999999999999,-.0249637276118707
3,2,3,1,1,35-44,1,.138,.3653476991743726
3,2,3,1,2,35-44,1,.067,.2750875977372985
3,2,3,1,3,35-44,1,-.0979999999999999,.1110804868775198
3,2,3,2,1,35-44,1,.015,.308611995764473
3,2,3,2,2,35-44,1,-.056,.2144490655018049
3,2,3,2,3,35-44,1,-.221,.0665374017986959
3,2,3,3,1,35-44,1,-.248,.1349776763428735
3,2,3,3,2,35-44,1,-.319,.0444230964729167
3,2,3,3,3,35-44,1,-.484,-.1109939528999573
3,3,1,1,1,35-44,1,.122,.4117163698270195
3,3,1,1,2,35-44,1,.051,.2910261113214263
3,3,1,1,3,35-44,1,-.114,.105674767133477
3,3,1,2,1,35-44,1,-.001,.3821534712552356
3,3,1,2,2,35-44,1,-.072,.2801030090027013
3,3,1,2,3,35-44,1,-.237,.1073548646731674
3,3,1,3,1,35-44,1,-.264,.1490913453066013
3,3,1,3,2,35-44,1,-.335,.0559337292660032
3,3,1,3,3,35-44,1,-.5,-.0907278209707152
3,3,2,1,1,35-44,1,.086,.3699113750655668
3,3,2,1,2,35-44,1,.015,.2771497687366364
3,3,2,1,3,35-44,1,-.15,.1109399259017198
3,3,2,2,1,35-44,1,-.037,.313006407007693
3,3,2,2,2,35-44,1,-.108,.2159229594252376
3,3,2,2,3,35-44,1,-.273,.062301070610103
3,3,2,3,1,35-44,1,-.3,.1315354916202083
3,3,2,3,2,35-44,1,-.371,.0413194714975274
3,3,2,3,3,35-44,1,-.536,-.1141870679902215
3,3,3,1,1,35-44,1,.028,.2061511234269793
3,3,3,1,2,35-44,1,-.043,.1142419854308796
3,3,3,1,3,35-44,1,-.208,-.0347280276720312
3,3,3,2,1,35-44,1,-.095,.2069437465972185
3,3,3,2,2,35-44,1,-.166,.1183674475921457
3,3,3,2,3,35-44,1,-.331,-.0438129889529106
3,3,3,3,1,35-44,1,-.358,.016191834175326
3,3,3,3,2,35-44,1,-.429,-.0816771420003765
3,3,3,3,3,35-44,1,-.594,-.2132665272281815
1,1,1,1,1,35-44,0,1,.9797277656847365
1,1,1,1,2,35-44,0,.8480000000000001,.8994341423286543
1,1,1,1,3,35-44,0,.414,.7203240155399314
1,1,1,2,1,35-44,0,.796,.9035155157758529
1,1,1,2,2,35-44,0,.7250000000000001,.8262634419917463
1,1,1,2,3,35-44,0,.291,.6481237879858407
1,1,1,3,1,35-44,0,.264,.9082828511576363
1,1,1,3,2,35-44,0,.193,.8013784807298503
1,1,1,3,3,35-44,0,.028,.5745775088014566
1,1,2,1,1,35-44,0,.883,.9131675877860654
1,1,2,1,2,35-44,0,.8120000000000001,.8290582069048726
1,1,2,1,3,35-44,0,.378,.6463376587391482
1,1,2,2,1,35-44,0,.76,.8327200257013049
1,1,2,2,2,35-44,0,.6890000000000001,.7498750543533062
1,1,2,2,3,35-44,0,.255,.575022765327367
1,1,2,3,1,35-44,0,.228,.729670481114607
1,1,2,3,2,35-44,0,.157,.629597076954162
1,1,2,3,3,35-44,0,-.008,.41616987647477
1,1,3,1,1,35-44,0,.5560000000000001,.9477535935485819
1,1,3,1,2,35-44,0,.485,.8517071677357554
1,1,3,1,3,35-44,0,.3200000000000001,.5919154003502706
1,1,3,2,1,35-44,0,.4330000000000001,.8376385426054235
1,1,3,2,2,35-44,0,.362,.7342475613709094
1,1,3,2,3,35-44,0,.1970000000000001,.4901246106676119
1,1,3,3,1,35-44,0,.17,.4710874906915709
1,1,3,3,2,35-44,0,.099,.3658042143093982
1,1,3,3,3,35-44,0,-.0659999999999999,.187791027233069
1,2,1,1,1,35-44,0,.8150000000000001,.9301512280208318
1,2,1,1,2,35-44,0,.7440000000000001,.8391002953429787
1,2,1,1,3,35-44,0,.3100000000000001,.6474528491201073
1,2,1,2,1,35-44,0,.6920000000000001,.8347837198734459
1,2,1,2,2,35-44,0,.6210000000000001,.747839764572851
1,2,1,2,3,35-44,0,.1870000000000001,.5654998285769952
1,2,1,3,1,35-44,0,.16,.6814803980108691
1,2,1,3,2,35-44,0,.089,.5691033430584204
1,2,1,3,3,35-44,0,-.076,.3378072067278122
1,2,2,1,1,35-44,0,.779,.8226722509612024
1,2,2,1,2,35-44,0,.7080000000000001,.7378360744674865
1,2,2,1,3,35-44,0,.274,.5586651139899407
1,2,2,2,1,35-44,0,.656,.7577698070994489
1,2,2,2,2,35-44,0,.5850000000000001,.6746405334405082
1,2,2,2,3,35-44,0,.151,.4972524577284167
1,2,2,3,1,35-44,0,.124,.563687109175926
1,2,2,3,2,35-44,0,.053,.4678227589751501
1,2,2,3,3,35-44,0,-.112,.2709673140080952
1,2,3,1,1,35-44,0,.4520000000000001,.6859258310139578
1,2,3,1,2,35-44,0,.3810000000000001,.5703491756423718
1,2,3,1,3,35-44,0,.2160000000000001,.3582667606812272
1,2,3,2,1,35-44,0,.3290000000000001,.6211290670469762
1,2,3,2,2,35-44,0,.2580000000000001,.5202471940290099
1,2,3,2,3,35-44,0,.0930000000000001,.3128448683810912
1,2,3,3,1,35-44,0,.0660000000000001,.3468465454310322
1,2,3,3,2,35-44,0,-.0049999999999999,.2511469325451251
1,2,3,3,3,35-44,0,-.1699999999999999,.1025868552693229
1,3,1,1,1,35-44,0,.4360000000000001,.9616917317270243
1,3,1,1,2,35-44,0,.3650000000000001,.8752688906114324
1,3,1,1,3,35-44,0,.2000000000000001,.639493276002054
1,3,1,2,1,35-44,0,.3130000000000001,.8692094592582862
1,3,1,2,2,35-44,0,.2420000000000001,.7734667072232013
1,3,1,2,3,35-44,0,.0770000000000001,.5198428311936871
1,3,1,3,1,35-44,0,.05,.4719542257062493
1,3,1,3,2,35-44,0,-.0209999999999999,.3459458390226511
1,3,1,3,3,35-44,0,-.1859999999999999,.1463127249442195
1,3,2,1,1,35-44,0,.4000000000000001,.8118539819926913
1,3,2,1,2,35-44,0,.3290000000000001,.6942868505832095
1,3,2,1,3,35-44,0,.1640000000000001,.4267957125761058
1,3,2,2,1,35-44,0,.2770000000000001,.7151243674173163
1,3,2,2,2,35-44,0,.2060000000000001,.6122156206934569
1,3,2,2,3,35-44,0,.0410000000000001,.3796964923819386
1,3,2,3,1,35-44,0,.0140000000000001,.3678597157982854
1,3,2,3,2,35-44,0,-.0569999999999999,.2711276078998569
1,3,2,3,3,35-44,0,-.2219999999999999,.1039634919367002
1,3,3,1,1,35-44,0,.3420000000000001,.4710230567832376
1,3,3,1,2,35-44,0,.2710000000000001,.377684863335294
1,3,3,1,3,35-44,0,.1060000000000001,.205754136281108
1,3,3,2,1,35-44,0,.2190000000000001,.4315625620230976
1,3,3,2,2,35-44,0,.1480000000000001,.3339289721818993
1,3,3,2,3,35-44,0,-.0169999999999999,.1821079478123257
1,3,3,3,1,35-44,0,-.0439999999999999,.2339208547244401
1,3,3,3,2,35-44,0,-.1149999999999999,.1475024070149547
1,3,3,3,3,35-44,0,-.2799999999999999,.0006807272128158
2,1,1,1,1,35-44,0,.8500000000000001,.9165364160793177
2,1,1,1,2,35-44,0,.7790000000000001,.8301499449182603
2,1,1,1,3,35-44,0,.345,.6436345191001097
2,1,1,2,1,35-44,0,.7270000000000001,.8309305685251357
2,1,1,2,2,35-44,0,.6560000000000001,.7462302782461027
2,1,1,2,3,35-44,0,.222,.5673143992710755
2,1,1,3,1,35-44,0,.195,.7005838175373207
2,1,1,3,2,35-44,0,.124,.5926750534897148
2,1,1,3,3,35-44,0,-.041,.3571204736819151
2,1,2,1,1,35-44,0,.8140000000000001,.8233708189655969
2,1,2,1,2,35-44,0,.7430000000000001,.7405830918607099
2,1,2,1,3,35-44,0,.3089999999999999,.5643486029777414
2,1,2,2,1,35-44,0,.6910000000000001,.7614724330226516
2,1,2,2,2,35-44,0,.6200000000000001,.6801386253410297
2,1,2,2,3,35-44,0,.1859999999999999,.5042100332561393
2,1,2,3,1,35-44,0,.1589999999999999,.5803304628557143
2,1,2,3,2,35-44,0,.0879999999999999,.4829164803798236
2,1,2,3,3,35-44,0,-.0770000000000001,.2805963634171069
2,1,3,1,1,35-44,0,.487,.7119819385161536
2,1,3,1,2,35-44,0,.416,.5950781755467952
2,1,3,1,3,35-44,0,.251,.3552115475683431
2,1,3,2,1,35-44,0,.364,.6441218846113926
2,1,3,2,2,35-44,0,.293,.5421450846459629
2,1,3,2,3,35-44,0,.128,.3189534745953959
2,1,3,3,1,35-44,0,.101,.3279199690068672
2,1,3,3,2,35-44,0,.03,.2329118711614353
2,1,3,3,3,35-44,0,-.135,.0749322847894052
2,2,1,1,1,35-44,0,.7460000000000001,.8122025470711616
2,2,1,1,2,35-44,0,.6750000000000002,.7233410225383909
2,2,1,1,3,35-44,0,.241,.5315781502998388
2,2,1,2,1,35-44,0,.6230000000000001,.7433688382493349
2,2,1,2,2,35-44,0,.5520000000000002,.6571002166920312
2,2,1,2,3,35-44,0,.118,.4719310435621265
2,2,1,3,1,35-44,0,.091,.5068879519084
2,2,1,3,2,35-44,0,.02,.4107290596581424
2,2,1,3,3,35-44,0,-.145,.2044148384251858
2,2,2,1,1,35-44,0,.7100000000000001,.7364387948016629
2,2,2,1,2,35-44,0,.6390000000000001,.6473941010624836
2,2,2,1,3,35-44,0,.205,.462255430285639
2,2,2,2,1,35-44,0,.5870000000000001,.6708628222699045
2,2,2,2,2,35-44,0,.5160000000000001,.5800864296609777
2,2,2,2,3,35-44,0,.082,.4014316217201114
2,2,2,3,1,35-44,0,.055,.4493994700468943
2,2,2,3,2,35-44,0,-.016,.359630552593216
2,2,2,3,3,35-44,0,-.181,.1664628428050373
2,2,3,1,1,35-44,0,.383,.5103082431860143
2,2,3,1,2,35-44,0,.312,.4142855975579772
2,2,3,1,3,35-44,0,.147,.2290517734845742
2,2,3,2,1,35-44,0,.26,.4821966515945407
2,2,3,2,2,35-44,0,.189,.3890774178658686
2,2,3,2,3,35-44,0,.024,.1883855218565029
2,2,3,3,1,35-44,0,-.003,.2209464122371046
2,2,3,3,2,35-44,0,-.074,.1242741676462111
2,2,3,3,3,35-44,0,-.239,-.0237655207658102
2,3,1,1,1,35-44,0,.367,.7515005977727547
2,3,1,1,2,35-44,0,.296,.6162489592237962
2,3,1,1,3,35-44,0,.131,.3318112818016414
2,3,1,2,1,35-44,0,.244,.6551338237175395
2,3,1,2,2,35-44,0,.173,.5438007228071221
2,3,1,2,3,35-44,0,.008,.295211702033196
2,3,1,3,1,35-44,0,-.019,.2923492253837813
2,3,1,3,2,35-44,0,-.09,.1975714290349695
2,3,1,3,3,35-44,0,-.255,.0395223322524391
2,3,2,1,1,35-44,0,.331,.5902764108654931
2,3,2,1,2,35-44,0,.26,.4887552228264026
2,3,2,1,3,35-44,0,.095,.2662187696749316
2,3,2,2,1,35-44,0,.208,.5560271069607239
2,3,2,2,2,35-44,0,.137,.4595153296574431
2,3,2,2,3,35-44,0,-.028,.2395785090756773
2,3,2,3,1,35-44,0,-.055,.2380375821002897
2,3,2,3,2,35-44,0,-.126,.14251793772199
2,3,2,3,3,35-44,0,-.291,-.0210797594670572
2,3,3,1,1,35-44,0,.273,.3580273621240089
2,3,3,1,2,35-44,0,.202,.2656791782930874
2,3,3,1,3,35-44,0,.037,.1175136584908444
2,3,3,2,1,35-44,0,.15,.3001877848071916
2,3,3,2,2,35-44,0,.079,.2029266885603683
2,3,3,2,3,35-44,0,-.086,.0600814535905888
2,3,3,3,1,35-44,0,-.113,.134668183535412
2,3,3,3,2,35-44,0,-.184,.0415712226275774
2,3,3,3,3,35-44,0,-.349,-.0990565996176595
3,1,1,1,1,35-44,0,.336,.9525840154694721
3,1,1,1,2,35-44,0,.265,.862486266008931
3,1,1,1,3,35-44,0,.1,.6100781293247322
3,1,1,2,1,35-44,0,.213,.8540469351104578
3,1,1,2,2,35-44,0,.142,.7588333685910117
3,1,1,2,3,35-44,0,-.023,.5128942164345234
3,1,1,3,1,35-44,0,-.05,.4238660950692665
3,1,1,3,2,35-44,0,-.121,.3095687770720066
3,1,1,3,3,35-44,0,-.286,.09968958504585
3,1,2,1,1,35-44,0,.3,.8035707402435554
3,1,2,1,2,35-44,0,.229,.6948766818656046
3,1,2,1,3,35-44,0,.0640000000000001,.4241368502090325
3,1,2,2,1,35-44,0,.1770000000000001,.7229172541418428
3,1,2,2,2,35-44,0,.1060000000000001,.6251166684326468
3,1,2,2,3,35-44,0,-.0589999999999999,.3861847274885906
3,1,2,3,1,35-44,0,-.086,.3453510338662196
3,1,2,3,2,35-44,0,-.157,.2485904477507357
3,1,2,3,3,35-44,0,-.322,.0716194992632836
3,1,3,1,1,35-44,0,.242,.4127896523401423
3,1,3,1,2,35-44,0,.171,.3260640845368792
3,1,3,1,3,35-44,0,.006,.1511053101620646
3,1,3,2,1,35-44,0,.119,.3983989899946407
3,1,3,2,2,35-44,0,.048,.3031097906345061
3,1,3,2,3,35-44,0,-.117,.1431547574032239
3,1,3,3,1,35-44,0,-.144,.1850428377423201
3,1,3,3,2,35-44,0,-.215,.0994701465467243
3,1,3,3,3,35-44,0,-.38,-.0449548044238999
3,2,1,1,1,35-44,0,.232,.7081076139749826
3,2,1,1,2,35-44,0,.161,.5760153946290537
3,2,1,1,3,35-44,0,-.0039999999999999,.3054684860345136
3,2,1,2,1,35-44,0,.109,.6306203997502323
3,2,1,2,2,35-44,0,.038,.519946805815277
3,2,1,2,3,35-44,0,-.127,.272668875106004
3,2,1,3,1,35-44,0,-.154,.280057515986602
3,2,1,3,2,35-44,0,-.225,.1867723622916757
3,2,1,3,3,35-44,0,-.39,.0319446861176729
3,2,2,1,1,35-44,0,.196,.5649423961672636
3,2,2,1,2,35-44,0,.1250000000000001,.4621760709053178
3,2,2,1,3,35-44,0,-.04,.2453251858852959
3,2,2,2,1,35-44,0,.073,.5341834226972448
3,2,2,2,2,35-44,0,.002,.435254304771299
3,2,2,2,3,35-44,0,-.163,.2123235207695954
3,2,2,3,1,35-44,0,-.19,.2241849796899444
3,2,2,3,2,35-44,0,-.261,.1279125534340728
3,2,2,3,3,35-44,0,-.4259999999999999,-.0265894077736886
3,2,3,1,1,35-44,0,.138,.3501049467970401
3,2,3,1,2,35-44,0,.067,.2605292925057234
3,2,3,1,3,35-44,0,-.0979999999999999,.1086617459386013
3,2,3,2,1,35-44,0,.015,.2968974270379235
3,2,3,2,2,35-44,0,-.056,.1998952645542623
3,2,3,2,3,35-44,0,-.221,.0597214471575409
3,2,3,3,1,35-44,0,-.248,.1290544225388018
3,2,3,3,2,35-44,0,-.319,.0384488328362224
3,2,3,3,3,35-44,0,-.484,-.106019628063856
3,3,1,1,1,35-44,0,.122,.3794942016446046
3,3,1,1,2,35-44,0,.051,.2822553787690559
3,3,1,1,3,35-44,0,-.114,.099088084017516
3,3,1,2,1,35-44,0,-.001,.3668726775490288
3,3,1,2,2,35-44,0,-.072,.2703293871610395
3,3,1,2,3,35-44,0,-.237,.1014151589525878
3,3,1,3,1,35-44,0,-.264,.1367747453804006
3,3,1,3,2,35-44,0,-.335,.0507420564675159
3,3,1,3,3,35-44,0,-.5,-.0906395283529452
3,3,2,1,1,35-44,0,.086,.3485897099937092
