_Y3_1,_Y3_2,_Y3_3,_Y3_4,_Y3_5,_age5grp,_male,_U3UK,_EUUKcopula
1,3,1,1,2,18-34,0,.3650000000000001,.8769779153132827
1,3,1,1,3,18-34,0,.2000000000000001,.6528056266941662
1,3,1,2,1,18-34,0,.3130000000000001,.8654204089071055
1,3,1,2,2,18-34,0,.2420000000000001,.7704024982909316
1,3,1,2,3,18-34,0,.0770000000000001,.5149674056952435
1,3,1,3,1,18-34,0,.05,.4648305855842219
1,3,1,3,2,18-34,0,-.0209999999999999,.3488134791297316
1,3,1,3,3,18-34,0,-.1859999999999999,.1477600802664498
1,3,2,1,1,18-34,0,.4000000000000001,.8327613581654166
1,3,2,1,2,18-34,0,.3290000000000001,.726706277372927
1,3,2,1,3,18-34,0,.1640000000000001,.4662104381061711
1,3,2,2,1,18-34,0,.2770000000000001,.7221949275706255
1,3,2,2,2,18-34,0,.2060000000000001,.6240150024930536
1,3,2,2,3,18-34,0,.0410000000000001,.3946197220964245
1,3,2,3,1,18-34,0,.0140000000000001,.3724642150730363
1,3,2,3,2,18-34,0,-.0569999999999999,.2778549804472588
1,3,2,3,3,18-34,0,-.2219999999999999,.1117828874630246
1,3,3,1,1,18-34,0,.3420000000000001,.4811945049418177
1,3,3,1,2,18-34,0,.2710000000000001,.3923438161563169
1,3,3,1,3,18-34,0,.1060000000000001,.2197772141035331
1,3,3,2,1,18-34,0,.2190000000000001,.4364335097890814
1,3,3,2,2,18-34,0,.1480000000000001,.3398378636580948
1,3,3,2,3,18-34,0,-.0169999999999999,.1928500945573909
1,3,3,3,1,18-34,0,-.0439999999999999,.2327036252926313
1,3,3,3,2,18-34,0,-.1149999999999999,.1483607114764087
1,3,3,3,3,18-34,0,-.2799999999999999,.0044730257564411
2,1,1,1,1,18-34,0,.8500000000000001,.9184420226081236
2,1,1,1,2,18-34,0,.7790000000000001,.8310196128056251
2,1,1,1,3,18-34,0,.345,.6456594998781757
2,1,1,2,1,18-34,0,.7270000000000001,.8296240592723096
2,1,1,2,2,18-34,0,.6560000000000001,.7439701961181648
2,1,1,2,3,18-34,0,.222,.5677690403842177
2,1,1,3,1,18-34,0,.195,.6995169585541792
2,1,1,3,2,18-34,0,.124,.5929317144019808
2,1,1,3,3,18-34,0,-.041,.3555649080519348
2,1,2,1,1,18-34,0,.8140000000000001,.8260523075939145
2,1,2,1,2,18-34,0,.7430000000000001,.7420926799200607
2,1,2,1,3,18-34,0,.3089999999999999,.5702443077382428
2,1,2,2,1,18-34,0,.6910000000000001,.7636499929890193
2,1,2,2,2,18-34,0,.6200000000000001,.6805290143229557
2,1,2,2,3,18-34,0,.1859999999999999,.5080524140198987
2,1,2,3,1,18-34,0,.1589999999999999,.5891519773928273
2,1,2,3,2,18-34,0,.0879999999999999,.4937571834805974
2,1,2,3,3,18-34,0,-.0770000000000001,.2948151575152893
2,1,3,1,1,18-34,0,.487,.7115870813234099
2,1,3,1,2,18-34,0,.416,.6062627353907761
2,1,3,1,3,18-34,0,.251,.3761461486144173
2,1,3,2,1,18-34,0,.364,.6316081192392331
2,1,3,2,2,18-34,0,.293,.5367543348172565
2,1,3,2,3,18-34,0,.128,.3265455089907982
2,1,3,3,1,18-34,0,.101,.3326592010483181
2,1,3,3,2,18-34,0,.03,.2390969877226811
2,1,3,3,3,18-34,0,-.135,.0838090718389722
2,2,1,1,1,18-34,0,.7460000000000001,.8119030947312178
2,2,1,1,2,18-34,0,.6750000000000002,.7226834637188861
2,2,1,1,3,18-34,0,.241,.5345392937893132
2,2,1,2,1,18-34,0,.6230000000000001,.7404139620809523
2,2,1,2,2,18-34,0,.5520000000000002,.6522914161949118
2,2,1,2,3,18-34,0,.118,.4693257701234174
2,2,1,3,1,18-34,0,.091,.495728545665748
2,2,1,3,2,18-34,0,.02,.4040696413206855
2,2,1,3,3,18-34,0,-.145,.2023232526852459
2,2,2,1,1,18-34,0,.7100000000000001,.7419786508734506
2,2,2,1,2,18-34,0,.6390000000000001,.6528224646144443
2,2,2,1,3,18-34,0,.205,.4728402648651441
2,2,2,2,1,18-34,0,.5870000000000001,.6726638277698247
2,2,2,2,2,18-34,0,.5160000000000001,.5812088094670943
2,2,2,2,3,18-34,0,.082,.4076365733500064
2,2,2,3,1,18-34,0,.055,.4560466217892641
2,2,2,3,2,18-34,0,-.016,.3676789695954323
2,2,2,3,3,18-34,0,-.181,.1760920315034929
2,2,3,1,1,18-34,0,.383,.5226980477396512
2,2,3,1,2,18-34,0,.312,.4307989250821196
2,2,3,1,3,18-34,0,.147,.2491263024071129
2,2,3,2,1,18-34,0,.26,.4808404022451612
2,2,3,2,2,18-34,0,.189,.3919750923926225
2,2,3,2,3,18-34,0,.024,.1984516625758687
2,2,3,3,1,18-34,0,-.003,.226875954961339
2,2,3,3,2,18-34,0,-.074,.1294649656879947
2,2,3,3,3,18-34,0,-.239,-.013914917627749
2,3,1,1,1,18-34,0,.367,.7495257339658573
2,3,1,1,2,18-34,0,.296,.627566223484487
2,3,1,1,3,18-34,0,.131,.3444507813251939
2,3,1,2,1,18-34,0,.244,.6318871558555232
2,3,1,2,2,18-34,0,.173,.5294550105246751
2,3,1,2,3,18-34,0,.008,.2896887332867861
2,3,1,3,1,18-34,0,-.019,.2881361282338929
2,3,1,3,2,18-34,0,-.09,.1950980834321756
2,3,1,3,3,18-34,0,-.255,.0428228510929442
2,3,2,1,1,18-34,0,.331,.6105012376662926
2,3,2,1,2,18-34,0,.26,.5148268018355193
2,3,2,1,3,18-34,0,.095,.2908591459684087
2,3,2,2,1,18-34,0,.208,.5569440673685816
2,3,2,2,2,18-34,0,.137,.4649628561028508
2,3,2,2,3,18-34,0,-.028,.2482613005180206
2,3,2,3,1,18-34,0,-.055,.2413598433611033
2,3,2,3,2,18-34,0,-.126,.1467970977702209
2,3,2,3,3,18-34,0,-.291,-.0114929285025307
2,3,3,1,1,18-34,0,.273,.3695675397061523
2,3,3,1,2,18-34,0,.202,.2775544416147183
2,3,3,1,3,18-34,0,.037,.1316816583702368
2,3,3,2,1,18-34,0,.15,.3088625094996524
2,3,3,2,2,18-34,0,.079,.2104138835692778
2,3,3,2,3,18-34,0,-.086,.0722851469537455
2,3,3,3,1,18-34,0,-.113,.13704534177949
2,3,3,3,2,18-34,0,-.184,.0443131592552642
2,3,3,3,3,18-34,0,-.349,-.0939864312196277
3,1,1,1,1,18-34,0,.336,.9532328003530574
3,1,1,1,2,18-34,0,.265,.8659545062156274
3,1,1,1,3,18-34,0,.1,.6276956337178716
3,1,1,2,1,18-34,0,.213,.8518696083460681
3,1,1,2,2,18-34,0,.142,.7575396717032229
3,1,1,2,3,18-34,0,-.023,.5101421855387966
3,1,1,3,1,18-34,0,-.05,.4104745407159052
3,1,1,3,2,18-34,0,-.121,.3096438021899839
3,1,1,3,3,18-34,0,-.286,.0986024717599268
3,1,2,1,1,18-34,0,.3,.8228495248532449
3,1,2,1,2,18-34,0,.229,.7233952668770283
3,1,2,1,3,18-34,0,.0640000000000001,.4685905493812356
3,1,2,2,1,18-34,0,.1770000000000001,.7295860435339993
3,1,2,2,2,18-34,0,.1060000000000001,.6360646893318828
3,1,2,2,3,18-34,0,-.0589999999999999,.4054484129173374
3,1,2,3,1,18-34,0,-.086,.3518208551267205
3,1,2,3,2,18-34,0,-.157,.2604715421609122
3,1,2,3,3,18-34,0,-.322,.0795802725554279
3,1,3,1,1,18-34,0,.242,.4197387039207647
3,1,3,1,2,18-34,0,.171,.3396856149741711
3,1,3,1,3,18-34,0,.006,.1617620352452896
3,1,3,2,1,18-34,0,.119,.402631429888552
3,1,3,2,2,18-34,0,.048,.3103778988801537
3,1,3,2,3,18-34,0,-.117,.1531922931959854
3,1,3,3,1,18-34,0,-.144,.1805577002120369
3,1,3,3,2,18-34,0,-.215,.0975364981823119
3,1,3,3,3,18-34,0,-.38,-.0433805855004507
3,2,1,1,1,18-34,0,.232,.7107483036635111
3,2,1,1,2,18-34,0,.161,.5928501315739947
3,2,1,1,3,18-34,0,-.0039999999999999,.3195181172395281
3,2,1,2,1,18-34,0,.109,.6100440405950839
3,2,1,2,2,18-34,0,.038,.5090115978430215
3,2,1,2,3,18-34,0,-.127,.2721461936513344
3,2,1,3,1,18-34,0,-.154,.2761402512070304
3,2,1,3,2,18-34,0,-.225,.1852379026925643
3,2,1,3,3,18-34,0,-.39,.0335446924578292
3,2,2,1,1,18-34,0,.196,.59079324036069
3,2,2,1,2,18-34,0,.1250000000000001,.4948875271623054
3,2,2,1,3,18-34,0,-.04,.2730696177075561
3,2,2,2,1,18-34,0,.073,.538860271236878
3,2,2,2,2,18-34,0,.002,.4459605007037166
3,2,2,2,3,18-34,0,-.163,.2268622028655233
3,2,2,3,1,18-34,0,-.19,.2305324577769595
3,2,2,3,2,18-34,0,-.261,.1348994264887764
3,2,2,3,3,18-34,0,-.4259999999999999,-.016520047887492
3,2,3,1,1,18-34,0,.138,.3589190253618438
3,2,3,1,2,18-34,0,.067,.2706697718184188
3,2,3,1,3,18-34,0,-.0979999999999999,.1201781487392187
3,2,3,2,1,18-34,0,.015,.3057435011273094
3,2,3,2,2,18-34,0,-.056,.2075046776948533
3,2,3,2,3,18-34,0,-.221,.0710543178725325
3,2,3,3,1,18-34,0,-.248,.1278736903447754
3,2,3,3,2,18-34,0,-.319,.0387723494749111
3,2,3,3,3,18-34,0,-.484,-.1038759015878882
3,3,1,1,1,18-34,0,.122,.3772614451456178
3,3,1,1,2,18-34,0,.051,.289423044415399
3,3,1,1,3,18-34,0,-.114,.1032203525535341
3,3,1,2,1,18-34,0,-.001,.3604863316648697
3,3,1,2,2,18-34,0,-.072,.2706670677195225
3,3,1,2,3,18-34,0,-.237,.1052026248866238
3,3,1,3,1,18-34,0,-.264,.1277883767911201
3,3,1,3,2,18-34,0,-.335,.043124834505939
3,3,1,3,3,18-34,0,-.5,-.0916483959661687
3,3,2,1,1,18-34,0,.086,.3560090388281469
3,3,2,1,2,18-34,0,.015,.2706693019806747
3,3,2,1,3,18-34,0,-.15,.1073739709236108
3,3,2,2,1,18-34,0,-.037,.3122117548873875
3,3,2,2,2,18-34,0,-.108,.215462700828132
3,3,2,2,3,18-34,0,-.273,.0663881534488247
